	SMILES
182	CC1=CC=C(CCO)O1
183	OCC1=CCC2OC2C1
184	O=CC1C=CCC(O)C1
185	CCC1=C(OC)C=CO1
186	CCC12OC1CCC2=O
187	CC1(C)CC1C(=O)C=O
188	O=C1CCCC2(CO2)C1
189	CC1C(=O)C=CCC1O
190	C[C@@H]1C(=O)C=CC[C@@H]1O
191	OCC1=CC2CCC1O2
192	O=CC1CC=CCC1O
193	O=C[C@H]1CC=CC[C@H]1O
194	CC1C(=O)C2CCC1O2
195	C[C@H]1C(=O)[C@@H]2CC[C@H]1O2
196	O=C1CCC2(CC2)CO1
197	O=C1C=CCCCCO1
198	O=C1/C=C\CCCCO1
199	CCOC1=C(C)C=CO1
200	CC(=O)OC1C2CC1C2
201	CC(=O)C1CC=CCO1
202	CC(=O)[C@@H]1CC=CCO1
203	CC1=CC(O)CCC1=O
204	CC1=C[C@H](O)CCC1=O
205	CC1=C[C@@H](O)CCC1=O
206	CCC1=CCCOC1=O
207	O=CC1C=CC(O)CC1
208	CC(=O)C1C2COCC21
209	CC(=O)C1[C@H]2COC[C@@H]12
210	CC(=O)C1C2COC[C@@H]21
211	CC1C=CC(=O)C(C)O1
212	C[C@@H]1C=CC(=O)[C@H](C)O1
213	C[C@@H]1O[C@@H](C)C=CC1=O
214	C[C@@H]1C=CC(=O)[C@@H](C)O1
215	CC1C=CC(=O)[C@H](C)O1
216	CC1=CCC(C)(O)C1=O
217	C1CC2OC2(C2CO2)C1
218	CC1CCC(=O)CC1=O
219	C[C@@H]1CCC(=O)CC1=O
220	C[C@H]1CCC(=O)CC1=O
221	O=C1CCC12CCCO2
222	O=C1CC[C@]12CCCO2
223	CC12CC(OC=O)(C1)C2
224	OCC12CC3CC1C2O3
225	CC(CO)C1=CC=CO1
226	C[C@@H](CO)C1=CC=CO1
227	C[C@H](CO)C1=CC=CO1
228	CCOC1C=CC(=O)C1
229	O=C1CCOC12CCC2
230	CC(=O)CC(=O)C1CC1
231	O=CCC1CCCC1=O
232	CC(=O)C1=CC(O)CC1
233	CC(=O)C1CC1C(C)=O
234	CC(=O)[C@H]1C[C@H]1C(C)=O
235	CC(=O)[C@H]1C[C@@H]1C(C)=O
236	CC(=O)[C@@H]1C[C@H]1C(C)=O
237	CC(=O)C1C[C@H]1C(C)=O
238	O=C1CCC2CCC1O2
239	O=C1CC[C@H]2CC[C@@H]1O2
240	O=C1CC[C@H]2CC[C@H]1O2
241	CC1=CCCCOC1=O
242	CC1(C)OC2CC2C1=O
243	CC1(C)O[C@H]2C[C@H]2C1=O
244	CC(O)CC1=COC=C1
245	C[C@H](O)CC1=COC=C1
246	C[C@@H](O)CC1=COC=C1
247	O=CC(O)C1=CCCC1
248	CC1CCC(C=O)C1=O
249	CC(=O)C1CC(C=O)C1
250	CC1CC=CCOC1=O
251	O=C1CC2CC1CC2O
252	O=C1C[C@H]2C[C@@H]1C[C@@H]2O
253	O=C1C[C@@H]2C[C@H]1C[C@@H]2O
254	O=C1C[C@@H]2C[C@H]1C[C@H]2O
255	O=C1C[C@H]2C[C@@H]1C[C@H]2O
256	CC(=O)OC1C=CCC1
257	CC(=O)O[C@H]1C=CCC1
258	CC(=O)O[C@@H]1C=CCC1
259	CC1C(=O)CCC1C=O
260	C[C@@H]1C(=O)CC[C@H]1C=O
261	C[C@H]1C(=O)CC[C@@H]1C=O
262	C[C@H]1C(=O)CC[C@H]1C=O
263	C[C@@H]1C(=O)CC[C@@H]1C=O
264	CCCC1=CCOC1=O
265	CC1(O)CC=CC(=O)C1
266	CC12CCC(O1)C(=O)C2
267	C[C@@]12CC[C@@H](O1)C(=O)C2
268	CCC1=CC(CO)=CO1
269	O=CC1CCC=CC1O
270	O=C1C[C@H]2C[C@@H]1[C@@H]2CO
271	CC1(C)CC(=O)CC1=O
272	O=CC(C=O)C1CCC1
273	CC1CC(=O)C(=O)C1C
274	C[C@H]1CC(=O)C(=O)[C@@H]1C
275	C[C@@H]1CC(=O)C(=O)[C@@H]1C
276	C[C@@H]1C(=O)C(=O)C[C@@H]1C
277	C[C@@H]1CC(=O)C(=O)[C@H]1C
278	O=C1CCC2OCCC12
279	O=C1CC2OCCCC12
280	O=C1C[C@H]2OCCC[C@@H]12
281	O=C1C[C@H]2OCCC[C@H]12
282	O=C1C[C@@H]2OCCC[C@@H]12
283	O=C1C[C@@H]2OCCC[C@H]12
284	O=CC1CCC2(CC2)O1
285	O=C[C@@H]1CCC2(CC2)O1
286	O=C[C@H]1CCC2(CC2)O1
287	COC(=O)C12CCC1C2
288	CCC1(C)C=CC(=O)O1
289	O=CC1C2CCC(O)C12
290	C1=CC(CC2CO2)OC1
291	OC1C=CC2(CC1)CO2
292	CCC1=C(CO)OC=C1
293	CC1=CC(=O)C(O)CC1
294	CC1=CC(=O)[C@@H](O)CC1
295	CC1=CC(=O)[C@H](O)CC1
296	CC1C2CCC1C(=O)O2
297	CC1CC2CC1C(=O)O2
298	CC1C[C@H]2C[C@@H]1C(=O)O2
299	C[C@H]1C[C@H]2CC1C(=O)O2
300	O=C1OCC2CCC1C2
301	O=C1OC[C@H]2CC[C@@H]1C2
302	O=C1OC[C@@H]2CC[C@H]1C2
303	CC1(C)C=CC(=O)CO1
304	CC1=CC(C)C(=O)OC1
305	CC1=C[C@H](C)C(=O)OC1
306	O=C1CC=CC(CO)C1
307	CC1CC(O)C=CC1=O
308	C[C@H]1C[C@H](O)C=CC1=O
309	C[C@H]1C[C@@H](O)C=CC1=O
310	C[C@@H]1C[C@@H](O)C=CC1=O
311	C[C@@H]1C[C@H](O)C=CC1=O
312	COC1=C(C)C=C(C)O1
313	CC1=CC(O)C(=O)CC1
314	O=C1C=CCC1CCO
315	O=C1CCC=CCC1O
316	C[C@@H]1CC[C@@H]2O[C@@H]2C1=O
317	C[C@H]1CC[C@H]2O[C@H]2C1=O
318	CC1C(C=O)CC1C=O
319	O=C1CCCCC12CO2
320	OC1C2C=CC(C2)C1O
321	OC1C(O)[C@H]2C=C[C@@H]1C2
322	O[C@H]1[C@H](O)[C@H]2C=C[C@@H]1C2
323	O[C@@H]1[C@H](O)[C@@H]2C=C[C@H]1C2
324	O[C@@H]1[C@H](O)[C@H]2C=C[C@@H]1C2
325	O[C@@H]1C2C=CC(C2)[C@@H]1O
326	O[C@@H]1[C@H](O)[C@@H]2C=C[C@@H]1C2
327	O[C@H]1C2C=CC(C2)[C@@H]1O
328	O=C1COCC12CCC2
329	CC1=COC(C(C)O)=C1
330	CC1=COC([C@H](C)O)=C1
331	O=C1CCC(O)C2CC12
332	O=C1CC[C@H](O)[C@@H]2C[C@H]12
333	O=C1CC[C@@H](O)[C@@H]2C[C@H]12
334	CC1(C)C2COC(=O)C21
335	CC1(C)[C@@H]2COC(=O)[C@@H]21
336	CC1(C)[C@@H]2C(=O)OC[C@@H]21
337	CC1(C)C2COC(=O)[C@@H]21
338	CC1(C)C2COC(=O)[C@H]21
339	CC1(C)C2C(=O)OC[C@H]21
340	CC1=CCCC(O)C1=O
341	CC1=CC(=O)C(C)C1O
342	CC(C)C1C=CC(=O)O1
343	CC(C)[C@H]1C=CC(=O)O1
344	CC(C)[C@@H]1C=CC(=O)O1
345	CC(C)OC1=COC=C1
346	O=CCC1CCC(=O)C1
347	O=CC[C@@H]1CCC(=O)C1
348	O=CC[C@H]1CCC(=O)C1
349	O=CCC1C2CCOC12
350	O=CCC1[C@H]2CCO[C@@H]12
351	O=CCC12COCC1C2
352	O=C1C[C@@H]2C[C@@H](O)[C@@H]2C1
353	CCC1=CC(=O)CC1O
354	CC(=O)C1(C)CCC1=O
355	CC1(C)C(C=O)C1C=O
356	CC1(C)[C@H](C=O)[C@@H]1C=O
357	CC1(C)[C@H](C=O)[C@H]1C=O
358	COC1C=CC(=O)CC1
359	CCOC1=CC=C(C)O1
360	CC(=O)CC1CC(=O)C1
361	CC1=CC(=O)OCC1C
362	O=CCC1CC12COC2
363	C1C2CC3OC1CC3O2
364	CC(=O)C1CCCC1=O
365	CC(=O)[C@@H]1CCCC1=O
366	CC(=O)[C@H]1CCCC1=O
367	CC1=CC(C(C)O)=CO1
368	CC1=C(C(C)O)C=CO1
369	CC1=C([C@H](C)O)C=CO1
370	CC1=C([C@@H](C)O)C=CO1
371	C[C@H]1CC(=O)C[C@@H]1C=O
372	O=C1CCC2(CC2)OC1
373	CCCOC1=COC=C1
374	CC1(C)CC=CC(=O)O1
375	O=C1CC2CCC1CO2
376	O=C1C2CCC(O)C1C2
377	O=C1[C@H]2CC[C@@H](O)[C@@H]1C2
378	O=C1CC2COCC2C1
379	O=C1C[C@H]2COC[C@H]2C1
380	O=C1C[C@@H]2COC[C@H]2C1
381	O=C1C[C@H]2COC[C@@H]2C1
382	O=C(C1CC1)C1COC1
383	O=C1CCC12CCOC2
384	O=C1CC2(CCCC2)O1
385	O=COCC1C=CCC1
386	O=COC[C@H]1C=CCC1
387	CC1(O)C=CC(=O)CC1
388	C[C@]1(O)C=CC(=O)CC1
389	C[C@@]1(O)C=CC(=O)CC1
390	COCC1=C(C)OC=C1
391	CC1=C(C)C(O)=C(C)O1
392	O=CC1CCC(=O)CC1
393	C1CC2(CCC23CO3)O1
394	O=CC1COC2CC1C2
395	COCC1=COC(C)=C1
396	CC1CC(=O)C2(C)OC12
397	C1=C[C@H]2OCOC[C@H]2C1
398	C1=C[C@@H]2OCOC[C@@H]2C1
399	O=C1CCC2CC1(O)C2
400	O=C1CCC2OC2CC1
401	O=C1CC[C@@H]2O[C@@H]2CC1
402	CC1OC2CC1CC2=O
403	CC1CC1C(=O)CC=O
404	CC1(C)CC(=O)C(=O)C1
405	OCC12C=CC(CC1)O2
406	CCC1C(=O)C=CC1O
407	CC[C@@H]1C(=O)C=C[C@H]1O
408	C1CC2OC(C1)C1OC21
409	C1C[C@@H]2O[C@H](C1)[C@H]1O[C@H]12
410	C1C[C@@H]2O[C@H](C1)[C@H]1O[C@@H]12
411	CC1=CC2COC1OC2
412	COC12CC(C=O)(C1)C2
413	COCC1=CC(C)=CO1
414	CC(C)C1=C(O)C=CO1
415	CCC1C=CCC(=O)O1
416	CC[C@H]1C=CCC(=O)O1
417	O=CCC(C=O)C1CC1
418	O=C1C[C@@]2(O)CCCC12
419	O=C1C[C@]2(O)CCC[C@H]12
420	CC1[C@@H]2COC(=O)[C@]12C
421	CC1CC2CC(=O)C2O1
422	C[C@@H]1C[C@H]2CC(=O)[C@H]2O1
423	C[C@H]1C[C@H]2CC(=O)[C@H]2O1
424	O=CC1C2CCOCC12
425	O=C1CC=CCCOC1
426	O=C1C/C=C\CCOC1
427	C[C@@H]1C=C(C=O)C[C@@H]1O
428	CC1(C2CO2)CCC1=O
429	C[C@@]1([C@H]2CO2)CCC1=O
430	O=CC1=CC(CO)CC1
431	O=CC12CCC(CC1)O2
432	CC1(C=O)CC=CCO1
433	CCC1OC(=O)C=C1C
434	COCCC1=CC=CO1
435	COC1C=CCC(=O)C1
436	O=C1CC2CCOC1C2
437	O=CC1C2CC(O)CC12
438	C1=CCC2(C1)OCCO2
439	O=C1C=CCCCOC1
440	O=C1/C=C\CCCOC1
441	CC(=O)C12CCCC1O2
442	CC(=O)[C@]12CCC[C@H]1O2
443	O=CC12CCCCC1O2
444	O=C[C@@]12CCCC[C@@H]1O2
445	OCC1CC=CC2OC12
446	CC1(C)C=CCC(=O)O1
447	CC1C=CC(=O)OC1C
448	C[C@@H]1C=CC(=O)O[C@H]1C
449	C[C@H]1C=CC(=O)O[C@@H]1C
450	C[C@@H]1C=CC(=O)O[C@@H]1C
451	C[C@@H]1OC(=O)C=C[C@@H]1C
452	COC(=O)[C@H]1C[C@@H]2C[C@@H]21
453	CC1OC2C=CC(C2)O1
454	CC(=O)C1CCC(=O)C1
455	CC(=O)[C@H]1CCC(=O)C1
456	CC(=O)[C@@H]1CCC(=O)C1
457	O=C1OCCC1C1CC1
458	O=C1C=CCCCC1O
459	CC12CCOC1C(=O)C2
460	C[C@@]12CCO[C@@H]1C(=O)C2
461	O=CC1=CC(O)CCC1
462	O=CC1=C[C@H](O)CCC1
463	CCC1=C(C)C(=O)OC1
464	CC1=CC(CCO)=CO1
465	CC1=CCC(C)OC1=O
466	CC1=CC[C@H](C)OC1=O
467	CC(C)(O)C1=COC=C1
468	O=C1CC2(CCOC2)C1
469	CC1C[C@@H]2C(=O)OC[C@H]12
470	CC1(C)C=CC(=O)OC1
471	CC(=O)C12CC(CO1)C2
472	O=C1OCCCC2CC12
473	CC1CC(=O)C2OC12C
474	CC1C(=O)C2OC2C1C
475	O=C1C=CCC[C@H](O)C1
476	CC(O)C1CC=CC1=O
477	COC1=C(C)OC=C1C
478	COCC1=C(C)C=CO1
479	CC1=CC(=O)C(C)(O)C1
480	O=COC12CCCC1C2
481	CC1=C(C)C(C)OC1=O
482	CC1=C(C)[C@@H](C)OC1=O
483	CC1=C(C)[C@H](C)OC1=O
484	CC1CC2OC1C1OC21
485	C[C@H]1C[C@H]2O[C@H]1[C@@H]1O[C@@H]12
486	C[C@H]1C[C@@H]2O[C@H]1[C@@H]1O[C@@H]12
487	C[C@@H]1C[C@H]2O[C@H]1[C@H]1O[C@@H]12
488	C[C@H]1C[C@H]2O[C@H]1[C@H]1O[C@@H]12
489	C[C@@H]1C[C@@H]2O[C@H]1[C@H]1O[C@@H]12
490	C[C@H]1C[C@@H]2O[C@H]1[C@H]1O[C@@H]12
491	CC(C)(O)C1=CC=CO1
492	CC1OC(=O)C2CCC12
493	C[C@H]1OC(=O)[C@@H]2CC[C@H]12
494	C[C@H]1OC(=O)[C@H]2CC[C@H]21
495	C[C@@]12CCOC(=O)[C@@H]1C2
496	O[C@@H]1C=CC=C[C@H](O)C1
497	CCC1C(=O)CCC1=O
498	CO[C@@H]1C=C(C)C(=O)C1
499	CO[C@H]1C=C(C)C(=O)C1
500	O=CC1CC=CC(O)C1
501	CC12CC(=O)CCC1O2
502	OC1CC2C=CC1(O)C2
503	CCC1=CC=C(CO)O1
504	CC1C(=O)C=CC1(C)O
505	CC12CC(C=O)(CO1)C2
506	COCC1=CCCC1=O
507	OCCCC1=CC=CO1
508	O=CC1CCCCC1=O
509	O=C[C@@H]1CCCCC1=O
510	O=C[C@H]1CCCCC1=O
511	O=CC1CC2CC(C1)O2
512	CC1=COC(CCO)=C1
513	CC1OC(=O)C2(C)CC12
514	CC1OC(=O)[C@]2(C)CC12
515	COC1CC=CC(=O)C1
516	CO[C@H]1CC=CC(=O)C1
517	CC(=O)OC1CC=CC1
518	C[C@@]12C[C@@H]1CCOC2=O
519	CC(=O)C1CC12COC2
520	O=C1CC2CCOC2C1
521	CC1=CC2OC2C(O)C1
522	CC12CCC1C(=O)OC2
523	C[C@@]12CC[C@@H]1C(=O)OC2
524	CC12CCC(CC1=O)O2
525	C[C@]12CC[C@H](CC1=O)O2
526	O=C1OC2CCC1CC2
527	CC12CCCC(=O)C1O2
528	C[C@@]12CCCC(=O)[C@@H]1O2
529	C[C@@]12CCCC(=O)[C@H]1O2
530	C[C@]12CCCC(=O)[C@H]1O2
531	C[C@]12CCCC(=O)[C@@H]1O2
532	O=CC1CC2CCC1O2
533	O=C[C@@H]1C[C@H]2CC[C@@H]1O2
534	O=C[C@H]1C[C@@H]2CC[C@H]1O2
535	O=C[C@@H]1C[C@@H]2CC[C@H]1O2
536	O=CC1CC2CC[C@H]1O2
537	O=CC1C[C@@H]2CC[C@H]1O2
538	O=C[C@@H]1C[C@H]2CC[C@H]1O2
539	O=C[C@H]1C[C@H]2CC[C@H]1O2
540	O=CC12CCC(CO1)C2
541	O=C1CC2CCC2CO1
542	CC1(C)OC(=O)C2CC21
543	CC1(C)OC(=O)[C@H]2C[C@H]21
544	O=COC1CC2CC2C1
545	O=COC1C[C@@H]2C[C@@H]2C1
546	O=C1CCCCCC1=O
547	CC1=CC=C(C(C)O)O1
548	CC1=CC=C([C@@H](C)O)O1
549	CC1=CC=C([C@H](C)O)O1
550	CC(=O)C(=O)C1(C)CC1
551	O=CC1CCCC(=O)C1
552	CCC1=CC(O)C(=O)C1
553	CCC1C=C(C)C(=O)O1
554	CC[C@@H]1C=C(C)C(=O)O1
555	CC[C@H]1C=C(C)C(=O)O1
556	OC1CC=CC2OC2C1
557	CC(=O)C(=O)CC1CC1
558	CC(=O)C1(C(C)=O)CC1
559	OC1C=CC=CCC1O
560	O[C@@H]1CC=CC=C[C@@H]1O
561	O[C@@H]1C=CC=CC[C@H]1O
562	CC1(C(=O)CC=O)CC1
563	O=C1CCCCC2OC12
564	O=C1CCCC[C@H]2O[C@@H]12
565	O=C1CCCC[C@H]2O[C@H]12
566	O=C1CCCC[C@@H]2O[C@H]12
567	O=C1CCCC[C@@H]2O[C@@H]12
568	O=C1CCC(C2CC2)O1
569	COC(=O)C1CC=CC1
570	O=C1C2CCC1C(O)C2
571	O=C1[C@@H]2CC[C@H]1[C@H](O)C2
572	O=C1[C@H]2CC[C@@H]1[C@@H](O)C2
573	CC1=CC(C)(C)OC1=O
574	CC1CC12CCOC2=O
575	C[C@H]1CC12CCOC2=O
576	C[C@@H]1CC12CCOC2=O
577	CC1=COC=C1CCO
578	CCCOC1=CC=CO1
579	CCC1=COC(CO)=C1
580	O=C1CC2CCCC12O
581	O=CC1C=CCC1CO
582	O=C[C@H]1C=CC[C@H]1CO
583	C[C@@H]1C(=O)C=C[C@@H]1CO
584	C[C@H]1C(=O)C=C[C@@H]1CO
585	C[C@H]1C(=O)C=C[C@H]1CO
586	C[C@@H]1C(=O)C=C[C@H]1CO
587	OC1CCC=CC2OC12
588	O=CC1CC2COC1C2
589	C1CC2(CO2)C2(C1)CO2
590	C1=CCOCOCC=C1
591	C1=C\COCOC\C=C/1
592	CC1=COC(CO)=C1C
593	CCC(=O)C1(C=O)CC1
594	O=C1C=CC(O)CCC1
595	O=C1C=C[C@H](O)CCC1
596	O=C1C=C[C@@H](O)CCC1
597	O[C@@H]1C=C[C@H](O)C12CC2
598	CC1CCC(=O)C(=O)C1
599	C[C@@H]1CCC(=O)C(=O)C1
600	O[C@@H]1[C@H]2C[C@@H]3[C@@H]1[C@@]3(O)C2
601	COCC1=CC=C(C)O1
602	OC1C=CCC=CC1O
603	O=C1CCC2CCOC12
604	CC1CC(=O)C2OC2C1
605	C[C@H]1CC(=O)[C@@H]2O[C@@H]2C1
606	OCC1OC2C=CC1C2
607	O=C1CCCC2(CC2)O1
608	O=C1C=CCCC1CO
609	O=C1C=C(CO)CCC1
610	O=CC1CCCC2OC12
611	CCOC1CC=CC1=O
612	CCC(=O)C1CC(=O)C1
613	O=C1CC2(CCC2)CO1
614	O=C1C=CC(CCO)C1
615	CC1CC2(CC2)OC1=O
616	CC1C(=O)CCCC1=O
617	OCC1=CC2CC1CO2
618	O=C1CCC2C(CO)C12
619	O=C1CC[C@H]2[C@H](CO)[C@@H]12
620	O=C1CCC2COC1C2
621	O=C1CC[C@H]2CO[C@@H]1C2
622	C1OC1CC12CCC1O2
623	COCC1C=CCC1=O
624	COC(=O)C12CC(C1)C2
625	OC1COC2C=CCC12
626	O=CCC1CC1CC=O
627	O=CC[C@@H]1C[C@@H]1CC=O
628	CC1(C)CCC(=O)C1=O
629	CC1C=CC(O)C2OC12
630	C[C@@H]1C=C[C@@H](O)[C@@H]2O[C@@H]21
631	CC(=O)C1C=CC(O)C1
632	CC(=O)[C@@H]1C=C[C@H](O)C1
633	CC(=O)[C@H]1C=C[C@@H](O)C1
634	COC1=C(C)OC(C)=C1
635	O=C1CCC=CC1CO
636	CC1CC(=O)CCC1=O
637	C[C@H]1CC(=O)CCC1=O
638	CC1CCC(=O)C2OC12
639	C[C@@H]1CCC(=O)[C@@H]2O[C@H]12
640	C[C@@H]1CCC(=O)[C@H]2O[C@@H]12
641	C[C@H]1CCC(=O)[C@H]2O[C@H]21
642	O=C1CCC=C1CCO
643	CC1(C)C2CC(=O)OC21
