	SMILES
209	CC(=O)C1[C@H]2[C@@H]1COC2
210	CC(=O)C1[C@@H]2C1COC2
211	CC7C=CC(=O)C(O7)C
212	C[C@@H]7C=CC(=O)[C@@H](O7)C
213	C[C@H]5C=CC(=O)[C@@H](O5)C
214	C[C@@H]3C=CC(=O)[C@H](O3)C
215	C[C@H]6C(=O)C=CC(O6)C
216	CC3=CCC(C3=O)(C)O
217	C1CC2C(C1)(O2)C8CO8
218	CC9CCC(=O)CC9=O
219	C[C@@H]9CCC(=O)CC9=O
220	C[C@H]8CCC(=O)CC8=O
221	C1CC4(CCC4=O)OC1
222	C1C[C@]8(CCC8=O)OC1
223	CC12CC(C1)(C2)OC=O
224	C1C2CC3(C1C3O2)CO
225	CC(CO)C6=CC=CO6
226	C[C@@H](CO)C4=CC=CO4
227	C[C@H](CO)C2=CC=CO2
228	CCOC4CC(=O)C=C4
229	C1CC2(C1)C(=O)CCO2
230	CC(=O)CC(=O)C3CC3
231	C8CC(C(=O)C8)CC=O
232	CC(=O)C2=CC(CC2)O
233	CC(=O)C3CC3C(=O)C
234	CC(=O)[C@@H]7C[C@@H]7C(=O)C
235	CC(=O)[C@H]6C[C@@H]6C(=O)C
236	CC(=O)[C@@H]7C[C@H]7C(=O)C
237	CC(=O)[C@@H]5CC5C(=O)C
238	C1CC2C(=O)CCC1O2
239	C1C[C@H]2C(=O)CC[C@@H]1O2
240	C1C[C@@H]2C(=O)CC[C@@H]1O2
241	CC8=CCCCOC8=O
242	CC1(C(=O)C7CC7O1)C
243	CC1(C(=O)[C@@H]7C[C@@H]7O1)C
244	CC(CC2=COC=C2)O
245	C[C@@H](CC8=COC=C8)O
246	C[C@H](CC6=COC=C6)O
247	C2CC=C(C2)C(C=O)O
248	CC9CCC(C9=O)C=O
249	CC(=O)C7CC(C7)C=O
250	CC5CC=CCOC5=O
251	C1C2CC(C1CC2=O)O
252	C1[C@@H]2C[C@@H]([C@H]1CC2=O)O
253	C1[C@H]2C[C@@H]([C@@H]1CC2=O)O
254	C1[C@H]2C[C@H]([C@@H]1CC2=O)O
255	C1[C@@H]2C[C@H]([C@H]1CC2=O)O
256	CC(=O)OC4CCC=C4
257	CC(=O)O[C@@H]3CCC=C3
258	CC(=O)O[C@H]4CCC=C4
259	CC4C(CCC4=O)C=O
260	C[C@H]2[C@@H](CCC2=O)C=O
261	C[C@@H]2[C@H](CCC2=O)C=O
262	C[C@@H]9[C@@H](CCC9=O)C=O
263	C[C@H]9[C@H](CCC9=O)C=O
264	CCCC7=CCOC7=O
265	CC8(CC=CC(=O)C8)O
266	CC12CCC(O1)C(=O)C2
267	C[C@@]12CC[C@@H](O1)C(=O)C2
268	CCC3=CC(=CO3)CO
269	C9CC(C(C=C9)O)C=O
270	C1[C@@H]2CC(=O)[C@H]1[C@@H]2CO
271	CC7(CC(=O)CC7=O)C
272	C4CC(C4)C(C=O)C=O
273	CC9CC(=O)C(=O)C9C
274	C[C@H]9CC(=O)C(=O)[C@@H]9C
275	C[C@@H]7CC(=O)C(=O)[C@@H]7C
276	C[C@H]2CC(=O)C(=O)[C@H]2C
277	C[C@@H]6CC(=O)C(=O)[C@H]6C
278	C1CC(=O)C2C1OCC2
279	C1CC6C(CC6=O)OC1
280	C1C[C@@H]3[C@@H](CC3=O)OC1
281	C1C[C@H]5[C@@H](CC5=O)OC1
282	C1C[C@@H]8[C@H](CC8=O)OC1
283	C1C[C@H]6[C@H](CC6=O)OC1
284	C1CC8(CC8)OC1C=O
285	C1CC8(CC8)O[C@@H]1C=O
286	C1CC4(CC4)O[C@H]1C=O
287	COC(=O)C12CCC1C2
288	CCC8(C=CC(=O)O8)C
289	C1CC(C2C1C2C=O)O
290	C5C=CC(O5)CC3CO3
291	C1CC3(CO3)C=CC1O
292	CCC9=C(OC=C9)CO
293	CC5=CC(=O)C(CC5)O
294	CC9=CC(=O)[C@H](CC9)O
295	CC7=CC(=O)[C@@H](CC7)O
296	CC1C2CCC1OC2=O
297	CC1CC2CC1C(=O)O2
298	CC1C[C@H]2C[C@@H]1C(=O)O2
299	C[C@H]1C[C@H]2CC1C(=O)O2
300	C1CC2CC1COC2=O
301	C1C[C@@H]2C[C@H]1COC2=O
302	C1C[C@H]2C[C@@H]1COC2=O
303	CC4(C=CC(=O)CO4)C
304	CC2C=C(COC2=O)C
305	C[C@H]8C=C(COC8=O)C
306	C9C=CC(CC9=O)CO
307	CC7CC(C=CC7=O)O
308	C[C@H]4C[C@@H](C=CC4=O)O
309	C[C@H]4C[C@H](C=CC4=O)O
310	C[C@@H]8C[C@H](C=CC8=O)O
311	C[C@@H]2C[C@@H](C=CC2=O)O
312	CC7=CC(=C(O7)OC)C
313	CC6=CC(C(=O)CC6)O
314	C9C=CC(=O)C9CCO
315	C9CC(=O)C(CC=C9)O
316	C[C@@H]1CC[C@H]2[C@@H](C1=O)O2
317	C[C@H]1CC[C@@H]2[C@H](C1=O)O2
318	CC5C(CC5C=O)C=O
319	C1CCC6(CO6)C(=O)C1
320	C1C2C=CC1C(C2O)O
321	C1[C@@H]2C=C[C@H]1C(C2O)O
322	C1[C@@H]2C=C[C@H]1[C@H]([C@@H]2O)O
323	C1[C@@H]2C=C[C@H]1[C@H]([C@H]2O)O
324	C1[C@@H]2C=C[C@H]1[C@@H]([C@@H]2O)O
325	C1C2C=CC1[C@H]([C@H]2O)O
326	C1[C@H]2C=C[C@H]1[C@@H]([C@@H]2O)O
327	C1C2C=CC1[C@@H]([C@H]2O)O
328	C1CC2(C1)COCC2=O
329	CC7=COC(=C7)C(C)O
330	CC3=COC(=C3)[C@H](C)O
331	C1CC(=O)C7CC7C1O
332	C1CC(=O)[C@H]5C[C@H]5[C@H]1O
333	C1CC(=O)[C@H]3C[C@H]3[C@@H]1O
334	CC1(C2C1C(=O)OC2)C
335	CC1([C@H]2[C@@H]1C(=O)OC2)C
336	CC1([C@@H]2[C@H]1C(=O)OC2)C
337	CC1([C@@H]2C1COC2=O)C
338	CC1([C@H]2C1COC2=O)C
339	CC1([C@H]2C1C(=O)OC2)C
340	CC7=CCCC(C7=O)O
341	CC6C(C(=CC6=O)C)O
342	CC(C)C7C=CC(=O)O7
343	CC(C)[C@H]3C=CC(=O)O3
344	CC(C)[C@@H]4C=CC(=O)O4
345	CC(C)OC7=COC=C7
346	C4CC(=O)CC4CC=O
347	C4CC(=O)C[C@@H]4CC=O
348	C5CC(=O)C[C@H]5CC=O
349	C1COC2C1C2CC=O
350	C1CO[C@@H]2[C@H]1C2CC=O
351	C1C2C1(COC2)CC=O
352	C1[C@H]6CC(=O)C[C@H]6[C@@H]1O
353	CCC6=CC(=O)CC6O
354	CC(=O)C5(CCC5=O)C
355	CC2(C(C2C=O)C=O)C
356	CC7([C@@H]([C@@H]7C=O)C=O)C
357	CC5([C@@H]([C@H]5C=O)C=O)C
358	COC4CCC(=O)C=C4
359	CCOC5=CC=C(O5)C
360	CC(=O)CC7CC(=O)C7
361	CC3COC(=O)C=C3C
362	C5C(C54COC4)CC=O
363	C1C2CC3C(O2)CC1O3
364	CC(=O)C2CCCC2=O
365	CC(=O)[C@@H]5CCCC5=O
366	CC(=O)[C@H]5CCCC5=O
367	CC2=CC(=CO2)C(C)O
368	CC7=C(C=CO7)C(C)O
369	CC5=C(C=CO5)[C@H](C)O
370	CC9=C(C=CO9)[C@@H](C)O
371	C[C@H]7CC(=O)C[C@@H]7C=O
372	C1CC8(CC8)OCC1=O
373	CCCOC6=COC=C6
374	CC5(CC=CC(=O)O5)C
375	C1CC2COC1CC2=O
376	C1CC(C2CC1C2=O)O
377	C1C[C@H]([C@@H]2C[C@H]1C2=O)O
378	C1C3COCC3CC1=O
379	C1[C@@H]5COC[C@@H]5CC1=O
380	C1[C@@H]7COC[C@H]7CC1=O
381	C1[C@H]8COC[C@@H]8CC1=O
382	C7CC7C(=O)C7COC7
383	C1CC2(C1=O)CCOC2
384	C1CCC2(C1)CC(=O)O2
385	C7CC(C=C7)COC=O
386	C8C[C@H](C=C8)COC=O
387	CC7(CCC(=O)C=C7)O
388	C[C@]7(CCC(=O)C=C7)O
389	C[C@@]6(CCC(=O)C=C6)O
390	CC6=C(C=CO6)COC
391	CC2=C(OC(=C2O)C)C
392	C9CC(=O)CCC9C=O
393	C1CC2(C15CCO5)CO2
394	C1C2CC1OCC2C=O
395	CC9=CC(=CO9)COC
396	CC1CC(=O)C2(C1O2)C
397	C1C=C[C@@H]2[C@H]1COCO2
398	C1C=C[C@H]2[C@@H]1COCO2
399	C1CC(=O)C2(CC1C2)O
400	C1CC(=O)CCC2C1O2
401	C1CC(=O)CC[C@H]2[C@@H]1O2
402	CC1C2CC(O1)C(=O)C2
403	CC3CC3C(=O)CC=O
404	CC2(CC(=O)C(=O)C2)C
405	C1CC2(C=CC1O2)CO
406	CCC6C(C=CC6=O)O
407	CC[C@H]5[C@@H](C=CC5=O)O
408	C1CC2C8C(O8)C(C1)O2
409	C1C[C@@H]2[C@@H]5[C@@H](O5)[C@H](C1)O2
410	C1C[C@@H]2[C@@H]6[C@H](O6)[C@H](C1)O2
411	CC1=CC2COC1OC2
412	COC12CC(C1)(C2)C=O
413	CC3=COC(=C3)COC
414	CC(C)C9=C(C=CO9)O
415	CCC9C=CCC(=O)O9
416	CC[C@H]4C=CCC(=O)O4
417	C5CC5C(CC=O)C=O
418	C1CC6C(=O)C[C@]6(C1)O
419	C1C[C@@H]9C(=O)C[C@@]9(C1)O
420	CC1[C@H]2[C@@]1(C(=O)OC2)C
421	CC1CC6CC(=O)C6O1
422	C[C@@H]1C[C@H]5CC(=O)[C@H]5O1
423	C[C@H]1C[C@H]7CC(=O)[C@H]7O1
424	C1COCC2C1C2C=O
425	C3COCC(=O)CC=C3
426	C/8COCC(=O)C/C=C8
427	C[C@@H]6C=C(C[C@@H]6O)C=O
428	CC7(CCC7=O)C1CO1
429	C[C@]9(CCC9=O)[C@H]8CO8
430	C4CC(=CC4CO)C=O
431	C1CC2(CCC1O2)C=O
432	CC8(CC=CCO8)C=O
433	CCC8C(=CC(=O)O8)C
434	COCCC9=CC=CO9
435	COC9CC(=O)CC=C9
436	C1COC2CC1CC2=O
437	C1C(CC2C1C2C=O)O
438	C1COC2(O1)CC=CC2
439	C2CC=CC(=O)COC2
440	C3C/C=C\C(=O)COC3
441	CC(=O)C12CCCC1O2
442	CC(=O)[C@]12CCC[C@H]1O2
443	C1CCC2(C(C1)O2)C=O
444	C1CC[C@@]2([C@H](C1)O2)C=O
445	C1C=CC2C(C1CO)O2
446	CC9(C=CCC(=O)O9)C
447	CC8C=CC(=O)OC8C
448	C[C@@H]7C=CC(=O)O[C@H]7C
449	C[C@H]9C=CC(=O)O[C@@H]9C
450	C[C@@H]3C=CC(=O)O[C@@H]3C
451	C[C@H]2C=CC(=O)O[C@H]2C
452	COC(=O)[C@H]1C[C@H]2[C@@H]1C2
453	CC1OC2CC(O1)C=C2
454	CC(=O)C9CCC(=O)C9
455	CC(=O)[C@H]5CCC(=O)C5
456	CC(=O)[C@@H]4CCC(=O)C4
457	C6CC6C7CCOC7=O
458	C7CC=CC(=O)C(C7)O
459	CC12CCOC1C(=O)C2
460	C[C@@]12CCO[C@@H]1C(=O)C2
461	C3CC(C=C(C3)C=O)O
462	C3C[C@H](C=C(C3)C=O)O
463	CCC7=C(C(=O)OC7)C
464	CC9=CC(=CO9)CCO
465	CC7CC=C(C(=O)O7)C
466	C[C@H]9CC=C(C(=O)O9)C
467	CC(C)(C2=COC=C2)O
468	C7COCC73CC(=O)C3
469	CC1C[C@H]2[C@@H]1COC2=O
470	CC7(COC(=O)C=C7)C
471	CC(=O)C12CC(C1)CO2
472	C1CC7CC7C(=O)OC1
473	CC1CC(=O)C2C1(O2)C
474	CC1C(C(=O)C2C1O2)C
475	C3C[C@@H](CC(=O)C=C3)O
476	CC(C8CC=CC8=O)O
477	CC6=COC(=C6OC)C
478	CC4=C(OC=C4)COC
479	CC8=CC(=O)C(C8)(C)O
480	C1CC8CC8(C1)OC=O
481	CC8C(=C(C(=O)O8)C)C
482	C[C@@H]7C(=C(C(=O)O7)C)C
483	C[C@H]9C(=C(C(=O)O9)C)C
484	CC1CC2C3C(C1O2)O3
485	C[C@H]1C[C@@H]2[C@@H]3[C@H]([C@@H]1O2)O3
486	C[C@H]1C[C@H]2[C@@H]3[C@H]([C@@H]1O2)O3
487	C[C@@H]1C[C@@H]2[C@@H]3[C@@H]([C@@H]1O2)O3
488	C[C@H]1C[C@@H]2[C@@H]3[C@@H]([C@@H]1O2)O3
489	C[C@@H]1C[C@H]2[C@@H]3[C@@H]([C@@H]1O2)O3
490	C[C@H]1C[C@H]2[C@@H]3[C@@H]([C@@H]1O2)O3
491	CC(C)(C2=CC=CO2)O
492	CC1C8CCC8C(=O)O1
493	C[C@@H]1[C@H]7CC[C@H]7C(=O)O1
494	C[C@@H]1[C@@H]9CC[C@@H]9C(=O)O1
495	C[C@@]12CCOC(=O)[C@@H]1C2
496	C8[C@H](C=CC=C[C@H]8O)O
497	CCC9C(=O)CCC9=O
498	CC7=C[C@H](CC7=O)OC
499	CC2=C[C@@H](CC2=O)OC
500	C5C=CC(CC5C=O)O
501	CC12CC(=O)CCC1O2
502	C1C2CC(C1O)(C=C2)O
503	CCC9=CC=C(O9)CO
504	CC5C(=O)C=CC5(C)O
505	CC12CC(C1)(CO2)C=O
506	COCC5=CCCC5=O
507	C9=COC(=C9)CCCO
508	C7CCC(=O)C(C7)C=O
509	C7CCC(=O)[C@@H](C7)C=O
510	C4CCC(=O)[C@H](C4)C=O
511	C1C(CC2CC1O2)C=O
512	CC3=COC(=C3)CCO
513	CC1C6CC6(C(=O)O1)C
514	CC1C4C[C@]4(C(=O)O1)C
515	COC5CC=CC(=O)C5
516	CO[C@H]9CC=CC(=O)C9
517	CC(=O)OC2CC=CC2
518	C[C@@]12C[C@@H]1CCOC2=O
519	CC(=O)C5CC51COC1
520	C1COC2C1CC(=O)C2
521	CC1=CC5C(O5)C(C1)O
522	CC12CCC1C(=O)OC2
523	C[C@@]12CC[C@@H]1C(=O)OC2
524	CC12CCC(O1)CC2=O
525	C[C@@]12CC[C@@H](O1)CC2=O
526	C1CC2CCC1C(=O)O2
527	CC12CCCC(=O)C1O2
528	C[C@@]12CCCC(=O)[C@@H]1O2
529	C[C@@]12CCCC(=O)[C@H]1O2
530	C[C@]12CCCC(=O)[C@H]1O2
531	C[C@]12CCCC(=O)[C@@H]1O2
532	C1CC2C(CC1O2)C=O
533	C1C[C@H]2[C@@H](C[C@@H]1O2)C=O
534	C1C[C@@H]2[C@H](C[C@H]1O2)C=O
535	C1C[C@@H]2[C@@H](C[C@H]1O2)C=O
536	C1CC2CC([C@@H]1O2)C=O
537	C1C[C@@H]2C(C[C@H]1O2)C=O
538	C1C[C@@H]2[C@@H](C[C@@H]1O2)C=O
539	C1C[C@@H]2[C@H](C[C@@H]1O2)C=O
540	C1CC2(CC1CO2)C=O
541	C1CC2C1CC(=O)OC2
542	CC1(C5CC5C(=O)O1)C
543	CC1([C@@H]6C[C@@H]6C(=O)O1)C
544	C1C2C1CC(C2)OC=O
545	C1[C@H]2[C@@H]1CC(C2)OC=O
546	C8CCC(=O)C(=O)CC8
547	CC7=CC=C(O7)C(C)O
548	CC9=CC=C(O9)[C@@H](C)O
549	CC6=CC=C(O6)[C@H](C)O
550	CC(=O)C(=O)C6(CC6)C
551	C6CC(CC(=O)C6)C=O
552	CCC5=CC(C(=O)C5)O
553	CCC3C=C(C(=O)O3)C
554	CC[C@@H]2C=C(C(=O)O2)C
555	CC[C@H]5C=C(C(=O)O5)C
556	C1C=CC7C(O7)CC1O
557	CC(=O)C(=O)CC4CC4
558	CC(=O)C6(CC6)C(=O)C
559	C5C=CC=CC(C5O)O
560	C3C=CC=C[C@@H]([C@@H]3O)O
561	C7C=CC=C[C@H]([C@@H]7O)O
562	CC5(CC5)C(=O)CC=O
563	C1CCC(=O)C2C(C1)O2
564	C1CCC(=O)[C@H]2[C@@H](C1)O2
565	C1CCC(=O)[C@@H]2[C@@H](C1)O2
566	C1CCC(=O)[C@@H]2[C@H](C1)O2
567	C1CCC(=O)[C@H]2[C@H](C1)O2
568	C2CC2C8CCC(=O)O8
569	COC(=O)C6CC=CC6
570	C1CC2C(CC1C2=O)O
571	C1C[C@H]2[C@@H](C[C@@H]1C2=O)O
572	C1C[C@@H]2[C@H](C[C@H]1C2=O)O
573	CC3=CC(OC3=O)(C)C
574	CC7CC73CCOC3=O
575	C[C@H]4CC43CCOC3=O
576	C[C@@H]8CC81CCOC1=O
577	CC9=COC=C9CCO
578	CCCOC6=CC=CO6
579	CCC7=COC(=C7)CO
580	C1CC3CC(=O)C3(C1)O
581	C7C=CC(C7CO)C=O
582	C6C=C[C@@H]([C@@H]6CO)C=O
583	C[C@H]2[C@H](C=CC2=O)CO
584	C[C@@H]5[C@H](C=CC5=O)CO
585	C[C@@H]2[C@@H](C=CC2=O)CO
586	C[C@H]5[C@@H](C=CC5=O)CO
587	C1CC(C7C(O7)C=C1)O
588	C1C2CC(C1C=O)OC2
589	C1CC4(CO4)C3(C1)CO3
590	C6C=CC=CCOCO6
591	C\2OCOC/C=C\C=C2
592	CC9=COC(=C9C)CO
593	CCC(=O)C3(CC3)C=O
594	C7CC(C=CC(=O)C7)O
595	C7C[C@H](C=CC(=O)C7)O
596	C2C[C@@H](C=CC(=O)C2)O
597	C4CC41[C@@H](C=C[C@@H]1O)O
598	CC4CCC(=O)C(=O)C4
599	C[C@@H]3CCC(=O)C(=O)C3
600	C1[C@H]2C[C@]3([C@H]1[C@H]3[C@@H]2O)O
601	CC3=CC=C(O3)COC
602	C5C=CC(C(C=C5)O)O
603	C1CC(=O)C2C1CCO2
604	CC1CC5C(O5)C(=O)C1
605	C[C@@H]1C[C@@H]9[C@@H](O9)C(=O)C1
606	C1C2C=CC1OC2CO
607	C1CC(=O)OC2(C1)CC2
608	C9CC(C(=O)C=C9)CO
609	C6CC(=CC(=O)C6)CO
610	C1CC(C2C(C1)O2)C=O
611	CCOC4CC=CC4=O
612	CCC(=O)C5CC(=O)C5
613	C1CC2(C1)CC(=O)OC2
614	C3C(C=CC3=O)CCO
615	CC1CC7(CC7)OC1=O
616	CC6C(=O)CCCC6=O
617	C1C2COC1C=C2CO
618	C1CC(=O)C2C1C2CO
619	C1CC(=O)[C@H]2[C@@H]1[C@@H]2CO
620	C1CC(=O)C2CC1CO2
